Column1,road_code,road_name,serial_number,si_do
84413,3.01704E+11,도마로63번길,1,대전광역시
84414,3.01704E+11,도마로7번길,0,대전광역시
84415,3.01704E+11,도마로7번길,1,대전광역시
84416,3.01704E+11,도마로9번길,0,대전광역시
84417,3.01704E+11,도마로9번길,1,대전광역시
84418,3.01704E+11,도마시장1길,0,대전광역시
84419,3.01704E+11,도마시장1길,1,대전광역시
84420,3.01704E+11,도마시장2길,0,대전광역시
84421,3.01704E+11,도마시장2길,1,대전광역시
84422,3.01704E+11,도산로167번길,0,대전광역시
84423,3.01704E+11,도산로167번길,1,대전광역시
84424,3.01704E+11,도산로167번길,2,대전광역시
84425,3.01704E+11,도산로181번길,0,대전광역시
84426,3.01704E+11,도산로181번길,1,대전광역시
84427,3.01704E+11,도산로181번길,2,대전광역시
84428,3.01704E+11,도산로207번길,0,대전광역시
84429,3.01704E+11,도산로207번길,1,대전광역시
84430,3.01704E+11,도산로213번길,0,대전광역시
84431,3.01704E+11,도산로213번길,1,대전광역시
84432,3.01704E+11,도산로219번길,0,대전광역시
84433,3.01704E+11,도산로219번길,1,대전광역시
84434,3.01704E+11,도산로253번길,0,대전광역시
84435,3.01704E+11,도산로253번길,1,대전광역시
84436,3.01704E+11,도산로282번길,0,대전광역시
84437,3.01704E+11,도산로282번길,1,대전광역시
84438,3.01704E+11,도산로308번길,0,대전광역시
84439,3.01704E+11,도산로308번길,1,대전광역시
84440,3.01704E+11,도산로314번길,0,대전광역시
84441,3.01704E+11,도산로314번길,1,대전광역시
84442,3.01704E+11,도산로321번길,0,대전광역시
84443,3.01704E+11,도산로321번길,1,대전광역시
84444,3.01704E+11,도산로321번길,2,대전광역시
84445,3.01704E+11,도산로335번길,0,대전광역시
84446,3.01704E+11,도산로335번길,1,대전광역시
84447,3.01704E+11,도산로335번길,2,대전광역시
84448,3.01704E+11,도산로341번길,0,대전광역시
84449,3.01704E+11,도산로341번길,1,대전광역시
84450,3.01704E+11,도산로341번길,2,대전광역시
84451,3.01704E+11,도산로349번길,0,대전광역시
84452,3.01704E+11,도산로349번길,1,대전광역시
84453,3.01704E+11,도산로349번길,2,대전광역시
84454,3.01704E+11,도산로369번길,0,대전광역시
84455,3.01704E+11,도산로369번길,1,대전광역시
84456,3.01704E+11,도산로369번길,2,대전광역시
84457,3.01704E+11,도산로370번길,0,대전광역시
84458,3.01704E+11,도산로370번길,1,대전광역시
84459,3.01704E+11,도산로393번길,0,대전광역시
84460,3.01704E+11,도산로393번길,1,대전광역시
84461,3.01704E+11,도산로400번길,0,대전광역시
84462,3.01704E+11,도산로400번길,1,대전광역시
84463,3.01704E+11,도산로403번길,0,대전광역시
84464,3.01704E+11,도산로403번길,1,대전광역시
84465,3.01704E+11,도산로431번길,0,대전광역시
84466,3.01704E+11,도산로431번길,1,대전광역시
84467,3.01704E+11,도산로452번길,0,대전광역시
84468,3.01704E+11,도산로452번길,1,대전광역시
84469,3.01704E+11,도솔1길,0,대전광역시
84470,3.01704E+11,도솔1길,1,대전광역시
84471,3.01704E+11,도솔2길,0,대전광역시
84472,3.01704E+11,도솔2길,1,대전광역시
84473,3.01704E+11,도솔3길,0,대전광역시
84474,3.01704E+11,도솔3길,1,대전광역시
84475,3.01704E+11,도솔4길,0,대전광역시
84476,3.01704E+11,도솔4길,1,대전광역시
84477,3.01704E+11,도솔5길,0,대전광역시
84478,3.01704E+11,도솔5길,1,대전광역시
84479,3.01704E+11,도솔6길,0,대전광역시
84480,3.01704E+11,도솔6길,1,대전광역시
84481,3.01704E+11,도솔로175번길,0,대전광역시
84482,3.01704E+11,도솔로175번길,1,대전광역시
84483,3.01704E+11,도솔로245번길,0,대전광역시
84484,3.01704E+11,도솔로245번길,1,대전광역시
84485,3.01704E+11,도솔로251번길,0,대전광역시
84486,3.01704E+11,도솔로251번길,1,대전광역시
84487,3.01704E+11,도솔로251번길,2,대전광역시
84488,3.01704E+11,도솔로252번길,0,대전광역시
84489,3.01704E+11,도솔로252번길,1,대전광역시
84490,3.01704E+11,도솔로267번길,0,대전광역시
84491,3.01704E+11,도솔로267번길,1,대전광역시
84492,3.01704E+11,도솔로279번길,0,대전광역시
84493,3.01704E+11,도솔로279번길,1,대전광역시
84494,3.01704E+11,도솔로279번길,2,대전광역시
84495,3.01704E+11,도솔로296번길,0,대전광역시
84496,3.01704E+11,도솔로296번길,1,대전광역시
84497,3.01704E+11,도솔로302번길,0,대전광역시
84498,3.01704E+11,도솔로302번길,1,대전광역시
84499,3.01704E+11,도솔로305번길,0,대전광역시
84500,3.01704E+11,도솔로305번길,1,대전광역시
84501,3.01704E+11,도솔로308번길,0,대전광역시
84502,3.01704E+11,도솔로308번길,1,대전광역시
84503,3.01704E+11,도솔로319번길,0,대전광역시
84504,3.01704E+11,도솔로319번길,1,대전광역시
84505,3.01704E+11,도솔로322번길,0,대전광역시
84506,3.01704E+11,도솔로322번길,1,대전광역시
84507,3.01704E+11,도솔로327번길,0,대전광역시
84508,3.01704E+11,도솔로327번길,1,대전광역시
84509,3.01704E+11,도솔로328번길,0,대전광역시
84510,3.01704E+11,도솔로328번길,1,대전광역시
84511,3.01704E+11,도솔로328번길,2,대전광역시
84512,3.01704E+11,도솔로335번길,0,대전광역시
84513,3.01704E+11,도솔로335번길,1,대전광역시
84514,3.01704E+11,도솔로349번길,0,대전광역시
84515,3.01704E+11,도솔로349번길,1,대전광역시
84516,3.01704E+11,도솔로357번길,0,대전광역시
84517,3.01704E+11,도솔로357번길,1,대전광역시
84518,3.01704E+11,도솔로388번길,0,대전광역시
84519,3.01704E+11,도솔로388번길,1,대전광역시
84520,3.01704E+11,도솔로411번길,0,대전광역시
84521,3.01704E+11,도솔로411번길,1,대전광역시
84522,3.01704E+11,도솔로412번길,0,대전광역시
84523,3.01704E+11,도솔로412번길,1,대전광역시
84524,3.01704E+11,도솔로437번길,0,대전광역시
84525,3.01704E+11,도솔로437번길,1,대전광역시
84526,3.01704E+11,도솔로483번길,0,대전광역시
84527,3.01704E+11,도솔로483번길,1,대전광역시
84528,3.01704E+11,도솔로499번길,0,대전광역시
84529,3.01704E+11,도솔로499번길,1,대전광역시
84530,3.01704E+11,도솔로505번길,0,대전광역시
84531,3.01704E+11,도솔로505번길,1,대전광역시
84532,3.01704E+11,도솔로511번길,0,대전광역시
84533,3.01704E+11,도솔로511번길,1,대전광역시
84534,3.01704E+11,도솔로519번길,0,대전광역시
84535,3.01704E+11,도솔로519번길,1,대전광역시
84536,3.01704E+11,도학1길,0,대전광역시
84537,3.01704E+11,도학1길,1,대전광역시
84538,3.01704E+11,도학2길,0,대전광역시
84539,3.01704E+11,도학2길,1,대전광역시
84540,3.01704E+11,도학3길,0,대전광역시
84541,3.01704E+11,도학3길,1,대전광역시
84542,3.01704E+11,도학4길,0,대전광역시
84543,3.01704E+11,도학4길,1,대전광역시
84544,3.01704E+11,도화공원길,0,대전광역시
84545,3.01704E+11,도화공원길,1,대전광역시
84546,3.01704E+11,돌마루길,0,대전광역시
84547,3.01704E+11,돌마루길,1,대전광역시
84548,3.01704E+11,동서대로1005번길,0,대전광역시
84549,3.01704E+11,동서대로1005번길,1,대전광역시
84550,3.01704E+11,동서대로1006번길,0,대전광역시
84551,3.01704E+11,동서대로1006번길,1,대전광역시
84552,3.01704E+11,동서대로1006번길,2,대전광역시
84553,3.01704E+11,동서대로1014번길,0,대전광역시
84554,3.01704E+11,동서대로1014번길,1,대전광역시
84555,3.01704E+11,동서대로1021번길,0,대전광역시
84556,3.01704E+11,동서대로1021번길,1,대전광역시
84557,3.01704E+11,동서대로1022번길,0,대전광역시
84558,3.01704E+11,동서대로1022번길,1,대전광역시
84559,3.01704E+11,동서대로1022번길,2,대전광역시
84560,3.01704E+11,동서대로1030번길,0,대전광역시
84561,3.01704E+11,동서대로1030번길,1,대전광역시
84562,3.01704E+11,동서대로1030번길,2,대전광역시
84563,3.01704E+11,동서대로1047번길,0,대전광역시
84564,3.01704E+11,동서대로1047번길,1,대전광역시
84565,3.01704E+11,동서대로1063번길,0,대전광역시
84566,3.01704E+11,동서대로1063번길,1,대전광역시
84567,3.01704E+11,동서대로1064번길,0,대전광역시
84568,3.01704E+11,동서대로1064번길,1,대전광역시
84569,3.01704E+11,동서대로1079번길,0,대전광역시
84570,3.01704E+11,동서대로1079번길,1,대전광역시
84571,3.01704E+11,동서대로1080번길,0,대전광역시
84572,3.01704E+11,동서대로1080번길,1,대전광역시
84573,3.01704E+11,동서대로973번길,0,대전광역시
84574,3.01704E+11,동서대로973번길,1,대전광역시
84575,3.01704E+11,동서대로993번길,0,대전광역시
84576,3.01704E+11,동서대로993번길,1,대전광역시
84577,3.01704E+11,동서대로997번길,0,대전광역시
84578,3.01704E+11,동서대로997번길,1,대전광역시
84579,3.01704E+11,동서대로997번길,2,대전광역시
84580,3.01704E+11,동서대로998번길,0,대전광역시
84581,3.01704E+11,동서대로998번길,1,대전광역시
84582,3.01704E+11,두리봉길,0,대전광역시
84583,3.01704E+11,두리봉길,1,대전광역시
84584,3.01704E+11,둔산남로105번길,0,대전광역시
84585,3.01704E+11,둔산남로105번길,1,대전광역시
84586,3.01704E+11,둔산남로165번길,0,대전광역시
84587,3.01704E+11,둔산남로165번길,1,대전광역시
84588,3.01704E+11,둔산남로175번길,0,대전광역시
84589,3.01704E+11,둔산남로175번길,1,대전광역시
84590,3.01704E+11,둔산남로179번길,0,대전광역시
84591,3.01704E+11,둔산남로179번길,1,대전광역시
84592,3.01704E+11,둔산남로180번길,0,대전광역시
84593,3.01704E+11,둔산남로180번길,1,대전광역시
84594,3.01704E+11,둔산남로181번길,0,대전광역시
84595,3.01704E+11,둔산남로181번길,1,대전광역시
84596,3.01704E+11,둔산남로189번길,0,대전광역시
84597,3.01704E+11,둔산남로189번길,1,대전광역시
84598,3.01704E+11,둔산남로191번길,0,대전광역시
84599,3.01704E+11,둔산남로191번길,1,대전광역시
84600,3.01704E+11,둔산남로199번길,0,대전광역시
84601,3.01704E+11,둔산남로199번길,1,대전광역시
84602,3.01704E+11,둔산남로200번길,0,대전광역시
84603,3.01704E+11,둔산남로200번길,1,대전광역시
84604,3.01704E+11,둔산남로203번길,0,대전광역시
84605,3.01704E+11,둔산남로203번길,1,대전광역시
84606,3.01704E+11,둔산남로209번길,0,대전광역시
84607,3.01704E+11,둔산남로209번길,1,대전광역시
84608,3.01704E+11,둔산남로91번길,0,대전광역시
84609,3.01704E+11,둔산남로91번길,1,대전광역시
84610,3.01704E+11,둔산남로9번길,0,대전광역시
84611,3.01704E+11,둔산남로9번길,1,대전광역시
84612,3.01704E+11,둔산대로117번길,0,대전광역시
84613,3.01704E+11,둔산대로117번길,1,대전광역시
84614,3.01704E+11,둔산로123번길,0,대전광역시
84615,3.01704E+11,둔산로123번길,1,대전광역시
84616,3.01704E+11,둔산로137번길,0,대전광역시
84617,3.01704E+11,둔산로137번길,1,대전광역시
84618,3.01704E+11,둔산로206번길,0,대전광역시
84619,3.01704E+11,둔산로206번길,1,대전광역시
84620,3.01704E+11,둔산로218번길,0,대전광역시
84621,3.01704E+11,둔산로218번길,1,대전광역시
84622,3.01704E+11,둔산로230번길,0,대전광역시
84623,3.01704E+11,둔산로230번길,1,대전광역시
84624,3.01704E+11,둔산로240번길,0,대전광역시
84625,3.01704E+11,둔산로240번길,1,대전광역시
84626,3.01704E+11,둔산로31번길,0,대전광역시
84627,3.01704E+11,둔산로31번길,1,대전광역시
84628,3.01704E+11,둔산로51번길,0,대전광역시
84629,3.01704E+11,둔산로51번길,1,대전광역시
84630,3.01704E+11,둔산로65번길,0,대전광역시
84631,3.01704E+11,둔산로65번길,1,대전광역시
84632,3.01704E+11,둔산로73번길,0,대전광역시
84633,3.01704E+11,둔산로73번길,1,대전광역시
84634,3.01704E+11,둔산로74번길,0,대전광역시
84635,3.01704E+11,둔산로74번길,1,대전광역시
84636,3.01704E+11,둔산북로90번길,0,대전광역시
84637,3.01704E+11,둔산북로90번길,1,대전광역시
84638,3.01704E+11,둔산중로134번길,0,대전광역시
84639,3.01704E+11,둔산중로134번길,1,대전광역시
84640,3.01704E+11,둔산중로14번길,0,대전광역시
84641,3.01704E+11,둔산중로14번길,1,대전광역시
84642,3.01704E+11,둔산중로32번길,0,대전광역시
84643,3.01704E+11,둔산중로32번길,1,대전광역시
84644,3.01704E+11,둔산중로40번길,0,대전광역시
84645,3.01704E+11,둔산중로40번길,1,대전광역시
84646,3.01704E+11,둔산중로46번길,0,대전광역시
84647,3.01704E+11,둔산중로46번길,1,대전광역시
84648,3.01704E+11,둔산중로58번길,0,대전광역시
84649,3.01704E+11,둔산중로58번길,1,대전광역시
84650,3.01704E+11,둔산중로64번길,0,대전광역시
84651,3.01704E+11,둔산중로64번길,1,대전광역시
84652,3.01704E+11,둔산중로72번길,0,대전광역시
84653,3.01704E+11,둔산중로72번길,1,대전광역시
84654,3.01704E+11,둔산중로78번길,0,대전광역시
84655,3.01704E+11,둔산중로78번길,1,대전광역시
84656,3.01704E+11,들말1길,0,대전광역시
84657,3.01704E+11,들말1길,1,대전광역시
84658,3.01704E+11,들말2길,0,대전광역시
84659,3.01704E+11,들말2길,1,대전광역시
84660,3.01704E+11,들말3길,0,대전광역시
84661,3.01704E+11,들말3길,1,대전광역시
84662,3.01704E+11,들말4길,0,대전광역시
84663,3.01704E+11,들말4길,1,대전광역시
84664,3.01704E+11,들말5길,0,대전광역시
84665,3.01704E+11,들말5길,1,대전광역시
84666,3.01704E+11,들말6길,0,대전광역시
84667,3.01704E+11,들말6길,1,대전광역시
84668,3.01704E+11,등골길,0,대전광역시
84669,3.01704E+11,등골길,1,대전광역시
84670,3.01704E+11,만년남로11번길,0,대전광역시
84671,3.01704E+11,만년남로11번길,1,대전광역시
84672,3.01704E+11,만년남로3번길,0,대전광역시
84673,3.01704E+11,만년남로3번길,1,대전광역시
84674,3.01704E+11,만년로12번길,0,대전광역시
84675,3.01704E+11,만년로12번길,1,대전광역시
84676,3.01704E+11,만년로16번길,0,대전광역시
84677,3.01704E+11,만년로16번길,1,대전광역시
84678,3.01704E+11,만년로18번길,0,대전광역시
84679,3.01704E+11,만년로18번길,1,대전광역시
84680,3.01704E+11,만년로22번길,0,대전광역시
84681,3.01704E+11,만년로22번길,1,대전광역시
84682,3.01704E+11,만년로67번길,0,대전광역시
84683,3.01704E+11,만년로67번길,1,대전광역시
84684,3.01704E+11,만년로68번길,0,대전광역시
84685,3.01704E+11,만년로68번길,1,대전광역시
84686,3.01704E+11,무도리길,0,대전광역시
84687,3.01704E+11,무도리길,1,대전광역시
84688,3.01704E+11,문정로10번길,0,대전광역시
84689,3.01704E+11,문정로10번길,1,대전광역시
84690,3.01704E+11,문정로112번길,0,대전광역시
84691,3.01704E+11,문정로112번길,1,대전광역시
84692,3.01704E+11,문정로112번안길,0,대전광역시
84693,3.01704E+11,문정로112번안길,1,대전광역시
84694,3.01704E+11,문정로122번길,0,대전광역시
84695,3.01704E+11,문정로122번길,1,대전광역시
84696,3.01704E+11,문정로132번길,0,대전광역시
84697,3.01704E+11,문정로132번길,1,대전광역시
84698,3.01704E+11,문정로150번길,0,대전광역시
84699,3.01704E+11,문정로150번길,1,대전광역시
84700,3.01704E+11,문정로170번길,0,대전광역시
84701,3.01704E+11,문정로170번길,1,대전광역시
84702,3.01704E+11,문정로2번길,0,대전광역시
84703,3.01704E+11,문정로2번길,1,대전광역시
84704,3.01704E+11,문정로40번길,0,대전광역시
84705,3.01704E+11,문정로40번길,1,대전광역시
84706,3.01704E+11,문정로48번길,0,대전광역시
84707,3.01704E+11,문정로48번길,1,대전광역시
84708,3.01704E+11,문정로89번길,0,대전광역시
84709,3.01704E+11,문정로89번길,1,대전광역시
84710,3.01704E+11,문정로90번길,0,대전광역시
84711,3.01704E+11,문정로90번길,1,대전광역시
84712,3.01704E+11,문정로9번길,0,대전광역시
84713,3.01704E+11,문정로9번길,1,대전광역시
84714,3.01704E+11,물안길,0,대전광역시
84715,3.01704E+11,물안길,1,대전광역시
84716,3.01704E+11,미림고삿길,0,대전광역시
84717,3.01704E+11,미림고삿길,1,대전광역시
84718,3.01704E+11,바탕들1길,0,대전광역시
84719,3.01704E+11,바탕들1길,1,대전광역시
84720,3.01704E+11,바탕들2길,0,대전광역시
84721,3.01704E+11,바탕들2길,1,대전광역시
84722,3.01704E+11,바탕들3길,0,대전광역시
84723,3.01704E+11,바탕들3길,1,대전광역시
84724,3.01704E+11,바탕들4길,0,대전광역시
84725,3.01704E+11,바탕들4길,1,대전광역시
84726,3.01704E+11,바탕들5길,0,대전광역시
84727,3.01704E+11,바탕들5길,1,대전광역시
84728,3.01704E+11,바탕들6길,0,대전광역시
84729,3.01704E+11,바탕들6길,1,대전광역시
84730,3.01704E+11,반송길,0,대전광역시
84731,3.01704E+11,반송길,1,대전광역시
84732,3.01704E+11,반자리길,0,대전광역시
84733,3.01704E+11,반자리길,1,대전광역시
84734,3.01704E+11,발현길,0,대전광역시
84735,3.01704E+11,발현길,1,대전광역시
84736,3.01704E+11,방앗간길,0,대전광역시
84737,3.01704E+11,방앗간길,1,대전광역시
84738,3.01704E+11,방앗간길,2,대전광역시
84739,3.01704E+11,방앗간길,3,대전광역시
84740,3.01704E+11,배재로172번길,0,대전광역시
84741,3.01704E+11,배재로172번길,1,대전광역시
84742,3.01704E+11,배재로186번길,0,대전광역시
84743,3.01704E+11,배재로186번길,1,대전광역시
84744,3.01704E+11,배재로197번길,0,대전광역시
84745,3.01704E+11,배재로197번길,1,대전광역시
84746,3.01704E+11,배재로220번길,0,대전광역시
84747,3.01704E+11,배재로220번길,1,대전광역시
84748,3.01704E+11,배재로220번길,2,대전광역시
84749,3.01704E+11,배재로227번길,0,대전광역시
84750,3.01704E+11,배재로227번길,1,대전광역시
84751,3.01704E+11,배재로232번길,0,대전광역시
84752,3.01704E+11,배재로232번길,1,대전광역시
84753,3.01704E+11,배재로233번길,0,대전광역시
84754,3.01704E+11,배재로233번길,1,대전광역시
84755,3.01704E+11,배재로262번길,0,대전광역시
84756,3.01704E+11,배재로262번길,1,대전광역시
84757,3.01704E+11,배재로262번길,2,대전광역시
84758,3.01704E+11,배재로91번길,0,대전광역시
84759,3.01704E+11,배재로91번길,1,대전광역시
84760,3.01704E+11,백운2길,0,대전광역시
84761,3.01704E+11,백운2길,1,대전광역시
84762,3.01704E+11,벌곡로1285번길,0,대전광역시
84763,3.01704E+11,벌곡로1285번길,1,대전광역시
84764,3.01704E+11,벌곡로1287번길,0,대전광역시
84765,3.01704E+11,벌곡로1287번길,1,대전광역시
84766,3.01704E+11,벌곡로1328번길,0,대전광역시
84767,3.01704E+11,벌곡로1328번길,1,대전광역시
84768,3.01704E+11,벌곡로1328번안길,0,대전광역시
84769,3.01704E+11,벌곡로1328번안길,1,대전광역시
84770,3.01704E+11,벌곡로1341번길,0,대전광역시
84771,3.01704E+11,벌곡로1341번길,1,대전광역시
84772,3.01704E+11,벌곡로1349번길,0,대전광역시
84773,3.01704E+11,벌곡로1349번길,1,대전광역시
84774,3.01704E+11,벌곡로1353번길,0,대전광역시
84775,3.01704E+11,벌곡로1353번길,1,대전광역시
84776,3.01704E+11,벌곡로1379번길,0,대전광역시
84777,3.01704E+11,벌곡로1379번길,1,대전광역시
84778,3.01704E+11,벌곡로1384번길,0,대전광역시
84779,3.01704E+11,벌곡로1384번길,1,대전광역시
84780,3.01704E+11,변동서로12번길,0,대전광역시
84781,3.01704E+11,변동서로12번길,1,대전광역시
84782,3.01704E+11,변동서로27번길,0,대전광역시
84783,3.01704E+11,변동서로27번길,1,대전광역시
84784,3.01704E+11,변동서로28번길,0,대전광역시
84785,3.01704E+11,변동서로28번길,1,대전광역시
84786,3.01704E+11,변동서로6번길,0,대전광역시
84787,3.01704E+11,변동서로6번길,1,대전광역시
84788,3.01704E+11,변동중로45번길,0,대전광역시
84789,3.01704E+11,변동중로45번길,1,대전광역시
84790,3.01704E+11,변동중로64번길,0,대전광역시
84791,3.01704E+11,변동중로64번길,1,대전광역시
84792,3.01704E+11,변동중로78번길,0,대전광역시
84793,3.01704E+11,변동중로78번길,1,대전광역시
84794,3.01704E+11,변정1길,0,대전광역시
84795,3.01704E+11,변정1길,1,대전광역시
84796,3.01704E+11,변정2길,0,대전광역시
84797,3.01704E+11,변정2길,1,대전광역시
84798,3.01704E+11,변정3길,0,대전광역시
84799,3.01704E+11,변정3길,1,대전광역시
84800,3.01704E+11,변정4길,0,대전광역시
84801,3.01704E+11,변정4길,1,대전광역시
84802,3.01704E+11,변정5길,0,대전광역시
84803,3.01704E+11,변정5길,1,대전광역시
84804,3.01704E+11,변정6길,0,대전광역시
84805,3.01704E+11,변정6길,1,대전광역시
84806,3.01704E+11,변정7길,0,대전광역시
84807,3.01704E+11,변정7길,1,대전광역시
84808,3.01704E+11,복수남로11번길,0,대전광역시
84809,3.01704E+11,복수남로11번길,1,대전광역시
84810,3.01704E+11,복수남로12번길,0,대전광역시
84811,3.01704E+11,복수남로12번길,1,대전광역시
84812,3.01704E+11,복수남로32번길,0,대전광역시
84813,3.01704E+11,복수남로32번길,1,대전광역시
84814,3.01704E+11,복수남로36번길,0,대전광역시
84815,3.01704E+11,복수남로36번길,1,대전광역시
84816,3.01704E+11,복수동로51번길,0,대전광역시
84817,3.01704E+11,복수동로51번길,1,대전광역시
84818,3.01704E+11,복수동로52번길,0,대전광역시
84819,3.01704E+11,복수동로52번길,1,대전광역시
84820,3.01704E+11,복수동로66번길,0,대전광역시
84821,3.01704E+11,복수동로66번길,1,대전광역시
84822,3.01704E+11,복수동로73번길,0,대전광역시
84823,3.01704E+11,복수동로73번길,1,대전광역시
84824,3.01704E+11,복수동로74번길,0,대전광역시
84825,3.01704E+11,복수동로74번길,1,대전광역시
84826,3.01704E+11,복수동로87번길,0,대전광역시
84827,3.01704E+11,복수동로87번길,1,대전광역시
84828,3.01704E+11,복수동로88번길,0,대전광역시
84829,3.01704E+11,복수동로88번길,1,대전광역시
84830,3.01704E+11,복수중로34번길,0,대전광역시
84831,3.01704E+11,복수중로34번길,1,대전광역시
84832,3.01704E+11,분토골길,0,대전광역시
84833,3.01704E+11,분토골길,1,대전광역시
84834,3.01704E+11,비선말길,0,대전광역시
84835,3.01704E+11,비선말길,1,대전광역시
84836,3.01704E+11,사기점골길,0,대전광역시
84837,3.01704E+11,사기점골길,1,대전광역시
84838,3.01704E+11,사마1길,0,대전광역시
84839,3.01704E+11,사마1길,1,대전광역시
84840,3.01704E+11,사마2길,0,대전광역시
84841,3.01704E+11,사마2길,1,대전광역시
84842,3.01704E+11,사마3길,0,대전광역시
84843,3.01704E+11,사마3길,1,대전광역시
84844,3.01704E+11,사마4길,0,대전광역시
84845,3.01704E+11,사마4길,1,대전광역시
84846,3.01704E+11,사마5길,0,대전광역시
84847,3.01704E+11,사마5길,1,대전광역시
84848,3.01704E+11,사마6길,0,대전광역시
84849,3.01704E+11,사마6길,1,대전광역시
84850,3.01704E+11,사마7길,0,대전광역시
84851,3.01704E+11,사마7길,1,대전광역시
84852,3.01704E+11,사마8길,0,대전광역시
84853,3.01704E+11,사마8길,1,대전광역시
84854,3.01704E+11,사마9길,0,대전광역시
84855,3.01704E+11,사마9길,1,대전광역시
84856,3.01704E+11,사진개길,0,대전광역시
84857,3.01704E+11,사진개길,1,대전광역시
84858,3.01704E+11,삼보실길,0,대전광역시
84859,3.01704E+11,삼보실길,1,대전광역시
84860,3.01704E+11,상보안길,0,대전광역시
84861,3.01704E+11,상보안길,1,대전광역시
84862,3.01704E+11,상보안윗길,0,대전광역시
84863,3.01704E+11,상보안윗길,1,대전광역시
84864,3.01704E+11,새울재길,0,대전광역시
84865,3.01704E+11,새울재길,1,대전광역시
84866,3.01704E+11,세편길,0,대전광역시
84867,3.01704E+11,세편길,1,대전광역시
84868,3.01704E+11,숭어리샘1길,0,대전광역시
84869,3.01704E+11,숭어리샘1길,1,대전광역시
84870,3.01704E+11,숭어리샘1길,2,대전광역시
84871,3.01704E+11,숭어리샘2길,0,대전광역시
84872,3.01704E+11,숭어리샘2길,1,대전광역시
84873,3.01704E+11,숭어리샘3길,0,대전광역시
84874,3.01704E+11,숭어리샘3길,1,대전광역시
84875,3.01704E+11,숭어리샘4길,0,대전광역시
84876,3.01704E+11,숭어리샘4길,1,대전광역시
84877,3.01704E+11,숭어리샘4길,2,대전광역시
84878,3.01704E+11,승상골길,0,대전광역시
84879,3.01704E+11,승상골길,1,대전광역시
84880,3.01704E+11,승상골길,2,대전광역시
84881,3.01704E+11,시누리길,0,대전광역시
84882,3.01704E+11,시누리길,1,대전광역시
84883,3.01704E+11,신갈마로113번길,0,대전광역시
84884,3.01704E+11,신갈마로113번길,1,대전광역시
84885,3.01704E+11,신갈마로127번길,0,대전광역시
84886,3.01704E+11,신갈마로127번길,1,대전광역시
84887,3.01704E+11,신갈마로141번길,0,대전광역시
84888,3.01704E+11,신갈마로141번길,1,대전광역시
84889,3.01704E+11,신갈마로141번길,2,대전광역시
84890,3.01704E+11,신갈마로155번길,0,대전광역시
84891,3.01704E+11,신갈마로155번길,1,대전광역시
84892,3.01704E+11,신갈마로167번길,0,대전광역시
84893,3.01704E+11,신갈마로167번길,1,대전광역시
84894,3.01704E+11,신갈마로181번길,0,대전광역시
84895,3.01704E+11,신갈마로181번길,1,대전광역시
84896,3.01704E+11,신갈마로195번길,0,대전광역시
84897,3.01704E+11,신갈마로195번길,1,대전광역시
84898,3.01704E+11,신갈마로209번길,0,대전광역시
84899,3.01704E+11,신갈마로209번길,1,대전광역시
84900,3.01704E+11,신갈마로209번길,2,대전광역시
84901,3.01704E+11,신갈마로211번길,0,대전광역시
84902,3.01704E+11,신갈마로211번길,1,대전광역시
84903,3.01704E+11,신갈마로211번안길,0,대전광역시
84904,3.01704E+11,신갈마로211번안길,1,대전광역시
84905,3.01704E+11,신갈마로211번안길,2,대전광역시
84906,3.01704E+11,신갈마로230번길,0,대전광역시
84907,3.01704E+11,신갈마로230번길,1,대전광역시
84908,3.01704E+11,신갈마로240번길,0,대전광역시
84909,3.01704E+11,신갈마로240번길,1,대전광역시
84910,3.01704E+11,신갈마로86번길,0,대전광역시
84911,3.01704E+11,신갈마로86번길,1,대전광역시
84912,3.01704E+11,실미길,0,대전광역시
84913,3.01704E+11,실미길,1,대전광역시
84914,3.01704E+11,아랫강변10길,0,대전광역시
84915,3.01704E+11,아랫강변10길,1,대전광역시
84916,3.01704E+11,아랫강변11길,0,대전광역시
84917,3.01704E+11,아랫강변11길,1,대전광역시
84918,3.01704E+11,아랫강변12길,0,대전광역시
84919,3.01704E+11,아랫강변12길,1,대전광역시
84920,3.01704E+11,아랫강변1길,0,대전광역시
84921,3.01704E+11,아랫강변1길,1,대전광역시
84922,3.01704E+11,아랫강변2길,0,대전광역시
84923,3.01704E+11,아랫강변2길,1,대전광역시
84924,3.01704E+11,아랫강변3길,0,대전광역시
84925,3.01704E+11,아랫강변3길,1,대전광역시
84926,3.01704E+11,아랫강변4길,0,대전광역시
84927,3.01704E+11,아랫강변4길,1,대전광역시
84928,3.01704E+11,아랫강변5길,0,대전광역시
84929,3.01704E+11,아랫강변5길,1,대전광역시
84930,3.01704E+11,아랫강변6길,0,대전광역시
84931,3.01704E+11,아랫강변6길,1,대전광역시
84932,3.01704E+11,아랫강변9길,0,대전광역시
84933,3.01704E+11,아랫강변9길,1,대전광역시
84934,3.01704E+11,안물안길,0,대전광역시
84935,3.01704E+11,안물안길,1,대전광역시
84936,3.01704E+11,안터길,0,대전광역시
84937,3.01704E+11,안터길,1,대전광역시
84938,3.01704E+11,양지뜸길,0,대전광역시
84939,3.01704E+11,양지뜸길,1,대전광역시
84940,3.01704E+11,양천길,0,대전광역시
84941,3.01704E+11,양천길,1,대전광역시
